LOCATION,YEAR,TOTAL_COLLISIONS,BICYLCLES_IN_TOTAL,PEDESTRIANS_IN_TOTAL,X,Y
HAZELDEAN RD btwn IRWIN GT & EAGLESON RD (__3ZA41Q),2016,2,,,353545.624,5018344.959
TERRY FOX DR btwn COPE DR & TRANS CANADA TRAIL (__355BDZB),2016,1,,,353576.2702,5015621.612
EAGLESON RD btwn SHATNER GT & HAZELDEAN RD (__3ZA41R),2016,3,,,353599.9435,5018606.498
CARLING AVE btwn DEFENSE  RESEARCH COMPLEX & RIFLE RD (__3ZA4Z6B),2016,4,1,,353623.311,5023146.407
EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD (0002715),2016,15,,,353673.6249,5018424.46
EAGLESON RD btwn HAZELDEAN RD & 146 N OF ABBEYHILL DR/HAZELDEAN MALL S (__3ZA41OA),2016,1,,,353723.4582,5018298.258
EAGLESON RD @ 146 N OF ABBEYHILL DR/HAZELDEAN  (0011577),2016,1,,,353773.2915,5018172.055
ROGER STEVENS DR btwn MCKENNA RD & DWYER HILL RD (__3ZA428),2016,1,,,353826.0161,4988888.759
ABBEYHILL DR @ EAGLESON RD (0003404),2016,9,,,353827.6249,5018034.456
ROTHESAY DR @ BALLANTRAE WAY (0004049),2016,1,,,353850.6219,5016721.445
CARLING AVE @ RIFLE RD (0000579),2016,1,,,353890.637,5023314.503
EAGLESON RD btwn ABBEYHILL DR & PALOMINO DR (__3ZA41M),2016,3,,,353918.6249,5017805.954
COPE @ TERRY FOX (0009143),2016,10,,,353997.269,5015345.308
HUNTLEY RD btwn MANSFIELD RD & BROWNLEE RD (__3ZA42J),2016,1,,,354008.1307,5008472.265
TIMM DR btwn EAGLESON RD & HAANEL DR (__3ZAZCZ),2016,1,,,354016.9264,5019619.555
EAGLESON RD btwn PALOMINO DR & ROTHESAY DR (__3ZA41K),2016,1,,,354067.9125,5017430.097
CARLING AVE btwn RIFLE RD & DAVIDSON'S SIDE RD (__3ZBOCR),2016,4,,,354091.5084,5023438.421
FERNBANK RD @ SMART CENTRE SC / 235 W OF TERRY FOX DR (0013536),2016,1,,,354121.9537,5014963.635
EAGLESON RD @ PALOMINO DR S/ROTHESAY DR (0003134),2016,4,,,354126.2,5017282.741
CHICKASAW CRES btwn PALOMINO DR & PALOMINO DR (__3ZAB1C),2016,1,,,354128.626,5017465.695
FRANKTOWN RD btwn CONLEY RD & JOY'S RD (__3ZA42P),2016,3,,,354145.555,5003841.025
BARRICK HILL RD btwn AKERSON RD & MOORPARK AVE (__7IFXNK),2016,2,,,354175.9094,5016094.985
MICHAEL COWPLAND DR @ TERENCE MATTHEWS CRES E (0003999),2016,1,,,354231.6241,5016511.443
EAGLESON RD @ 300 N OF MICHAEL COWPLAND/EAGLES (0012143),2016,3,,,354272.9096,5016904.288
MICHAEL COWPLAND DR btwn TERENCE MATTHEWS CRES & EAGLESON RD (__3ZBNEN),2016,1,,,354296.5638,5016581.326
TERRY FOX DR @ FERNBANK RD (0011863),2016,4,,1,354303.6359,5015130.474
EAGLESON RD btwn EAGLESON BUSINESS CENTRE & MICHAEL COWPLAND DR/STONEH (__3ZA41JB),2016,5,,,354315.626,5016794.946
FERNBANK RD btwn TERRY FOX DR & Continuation of FERNBANK RD (__3ZA2LW),2016,2,,,354331.6289,5015155.453
ROBERTSON RD btwn HAZELDEAN RD & HAANEL DR (__3ZA41S),2016,6,,,354334.1149,5018809.256
DWYER HILL RD @ ROGER STEVENS DR (0003690),2016,4,,,354337.8419,4989350.232
PALOMINO DR btwn CHICKASAW CRES N & CHICKASAW CRES S (__3ZAB1G),2016,1,,,354373.1275,5017457.451
EAGLESON RD @ MICHAEL COWPLAND DR/STONEHAVEN D (0003544),2016,13,,,354382.626,5016623.444
PALOMINO DR btwn APPALOOSA DR & CHICKASAW CRES N (__3ZBND6),2016,1,,,354418.6279,5017524.952
WILLOW GLEN DR @ BLUEMEADOW WAY N/HAWLEY CRES  (0004006),2016,1,,,354426.84,5017073.086
SHEA RD btwn FALLOWFIELD RD & AKINS RD (__3ZACH8),2016,1,,,354442.5791,5010521.587
EAGLESON RD btwn MICHAEL COWPLAND DR/STONEHAVEN DR & 240 N OF CADENCE  (__3ZA41IA),2016,2,,1,354456.2974,5016439.4
FERNBANK RD @ ROMINA ST (0012540),2016,1,,,354467.6389,5015279.886
STONEHAVEN DR btwn EAGLESON RD & BLUEMEADOW WAY (__3ZACLD),2016,1,,,354489.5562,5016666.027
STONEHAVEN DR @ HARNESS LANE/BLUEMEADOW WAY (0004046),2016,3,,1,354571.7619,5016744.31
EAGLESON RD btwn 240 N OF CADENCE GT/COPE DR/LOBLAWS SC & CADENCE GT/C (__3ZA41IB),2016,1,,,354574.9382,5016141.251
FLEWELLYN RD btwn FAULKNER TR & EAGLESON RD (__3ZABGQ),2016,1,,,354585.4364,5013597.127
EAGLESON RD @ COPE DR/CADENCE GT (0011923),2016,2,,,354620.626,5016027.438
STONEHAVEN DR btwn BLUEMEADOW WAY & STONEHILL CRT (__3ZACMP),2016,1,,,354623.3753,5016789.856
CORKSTOWN RD btwn MARCH RD & MOODIE DR (__3ZA2LR),2016,3,,,354630.677,5021330.596
HARNESS LANE btwn STONEHAVEN DR & EQUESTRIAN DR (__3ZBNEK),2016,1,,,354633.2307,5016697.604
HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51 (__3ZA29B),2016,7,,,354646.9232,5021202.796
EAGLESON RD btwn COPE DR & Continuation of EAGLESON RD (__5VUCMW),2016,2,,,354665.7388,5015916.159
CEDAROCK DR @ STONEHAVEN DR (0003166),2016,1,,,354727.123,5016855.086
FOXLEIGH CRES btwn EQUESTRIAN DR & BLUEGRASS DR (__3ZABGB),2016,1,,,354738.0906,5016271.901
AMICI TER btwn BRIGITTA ST & LOKOYA ST (__6OD7E5),2016,1,,,354776.2391,5015165.216
EQUESTRIAN DR btwn RIDING WAY & FOXLEIGH CRES (__3ZABG5),2016,1,,,354794.1271,5015976.438
EAGLESON RD @ FERNBANK RD (0011846),2016,3,,,354798.626,5015587.434
EAGLESON RD btwn FERNBANK RD & BRIDGESTONE DR (__3ZBPJZ),2016,1,,,354835.6549,5015495.674
HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36 (__3ZA20I),2016,7,,,354868.9697,5021381.34
BRIDGESTONE DR @ EAGLESON RD (0010095),2016,1,,,354872.6871,5015403.916
HUNTSMAN CRES btwn RIDING WAY & BLACKSMITH PL (__3ZABGS),2016,1,,,354908.5308,5015678.767
CEDAROCK DR btwn HANOVER CRT & SPRINGTREE PL (__3ZA2VO),2016,1,,,354942.1092,5016874.794
CARLING AVE btwn DAVIDSON'S SIDE RD & GRANDVIEW RD (__3ZA4Z8),2016,5,,,354974.9479,5023981.172
FALLOWFIELD RD btwn SHEA RD & EAGLESON RD (__3ZA419),2016,1,,,354975.5202,5011854.049
ROBERTSON RD @ HAANEL DR (0000600),2016,1,,,354990.451,5019201.243
EAGLESON RD @ EMERALD MEADOWS DR (0010422),2016,1,,,354998.6271,5015092.43
BRIDLEWOOD DR btwn SPRUCE MEADOWS DR & CLYDESDALE AVE (__3ZA4WR),2016,1,,,355032.7311,5017292.078
YOHO DR btwn KOKANEE GT & SAUBLE DR (__3ZA2VC),2016,1,,,355040.6264,5017507.311
SILVER HORSE CRES btwn EQUESTRIAN DR & EQUESTRIAN DR (__3ZA2V2),2016,1,,,355094.669,5016277.535
BRIDGESTONE DR/STEEPLE CHASE DR @ STONEHAVEN D (0002781),2016,5,,,355105.6321,5016984.447
BRIDGESTONE DR @ CEDAROCK DR (0003164),2016,1,,,355108.631,5016898.446
BRIDGESTONE DR @ EQUESTRIAN DR N (0011928),2016,1,,,355114.286,5016814.692
BRIDGESTONE DR @ FOXHALL WAY (0013836),2016,2,,,355179.009,5016442.85
EAGLESON RD @ HOPE SIDE RD/TERRY FOX DR (0000509),2016,7,,,355188.1529,5014616.005
SAUBLE DR btwn YOHO DR & STEEPLE CHASE DR (__3ZADHB),2016,2,,,355197.9457,5017432.442
EAGLESON RD btwn TERRY FOX DR & EAGLESON RD (__3ZBOG6),2016,1,,,355211.39,5014557.715
FRANKTOWN RD @ JOY'S RD W (0000007),2016,1,,,355257.5981,5004889.339
BRIDGESTONE DR @ BRIDLE PARK DR/EQUESTRIAN DR  (0011875),2016,1,,1,355295.631,5016272.44
GRANITE CRT btwn Continuation of GRANITE CRT & BRIDGESTONE DR (__51NRMR),2016,1,,,355301.479,5015669.426
FOXHALL WAY btwn BRIDGESTONE DR & KINGBROOK DR (__54Y8F6),2016,1,,,355314.5874,5016490.983
EAGLESON RD @ FLEWELLYN RD (0000121),2016,3,,,355333.6271,5014247.422
DWYER HILL RD btwn ROGER STEVENS DR & FLOOD RD (__3ZBOCI),2016,3,,,355343.7949,4987677.267
WAYMARK CRES btwn BRIDGESTONE DR & BRIDGESTONE DR (__5QC4HL),2016,1,,,355345.5516,5016050.141
GRASSY PLAINS DR btwn GRANITE CRT & SUNNYBROOKE DR (__3ZA1CJ),2016,1,,,355347.9115,5015612.233
GRASSY PLAINS DR @ SUNNYBROOKE DR (0011812),2016,1,,,355377.1929,5015576.03
KINGHAVEN CRES btwn Continuation of KINGHAVEN CRES & STONEHAVEN DR (__8OCG8X),2016,2,,,355404.8835,5017095.273
BRIDGESTONE DR @ SPUR AVE (0011815),2016,1,,,355423.5751,5015852.457
EAGLEVIEW ST btwn MILNER DOWNS CRES & MEADOWBREEZE DR (__3ZA1CI),2016,1,,,355484.8395,5015617.419
KINGHAVEN CRES E @ STONEHAVEN DR (0013747),2016,1,,,355509.9071,5016977.973
FRANKTOWN RD btwn JOY'S RD & PERTH ST (__3AHTDV),2016,1,,,355518.1653,5005133.337
ROBERTSON RD btwn HAANEL DR & MILL HILL RD (__3ZA41V),2016,4,,,355521.8417,5019520.116
WHEATLAND AVE btwn Continuation of WHEATLAND AVE & Continuation of WHE (__3ZA55M),2016,1,,,355547.6696,5015364.407
STEEPLE CHASE DR btwn PINE HILL DR & BON ECHO CRES (__4YTZDZ),2016,1,,,355561.5827,5017693.357
COLDWATER CRES btwn MEADOWBREEZE DR/AUTUMNFIELD ST & MEADOWBREEZE DR/RIVERTREE ST (__807KIY),2016,1,,,355565.0873,5014996.42
HUNTLEY RD btwn BROWNLEE RD & GARVIN RD (__3ZA42I),2016,1,,,355597.2359,5007907.588
BRIDLE PARK DR @ STONEMEADOW DR (0003107),2016,1,,,355609.557,5016339.441
STONEHAVEN DR @ FURLONG CRES E/PINE HILL DR (0002778),2016,1,,,355714.5019,5016889.312
CARLING AVE @ GRANDVIEW RD/NORTEL ENTRANCE (0000157),2016,2,,,355725.6501,5024052.51
EAGLESON RD btwn FAULKNER TR & FALLOWFIELD RD (__3ZA410),2016,3,,,355748.5812,5013137.67
SHANNONDOE CRES E @ STONEMEADOW DR (0011776),2016,1,,,355759.6351,5016489.442
BRIDLE PARK DR btwn RIVERGREEN CRES & WINDGATE CRES (__3ZAZTF),2016,1,,,355792.8108,5016202.719
OSPREY CRES btwn PINE HILL DR & PINE HILL DR (__4CPKZQ),2016,2,,,355799.0152,5017604.135
TIMM DR btwn HAANEL DR & MOODIE DR (__3ZABFM),2016,3,,,355799.5427,5020471.302
STONEHAVEN DR btwn FURLONG CRES & STONEMEADOW DR (__3ZA4W6),2016,1,,,355843.9936,5016764.586
RIVERTREE ST btwn CROWNRIDGE DR & MEADOWBREEZE DR (__807KJE),2016,1,,,355852.1245,5019690.246
CARLING AVE btwn MOODIE DR & GRANDVIEW RD (__3ZBOCP),2016,2,,,355869.6506,5023992.009
MEADOWBREEZE DR btwn HILLSBORO PRIV & CROWNRIDGE DR (__5IOX3S),2016,1,,,355943.0185,5015091.283
TANDALEE CRES btwn Continuation of TANDALEE CRES & Continuation of TAN (__5WX08G),2016,1,,,355957.7437,5015935.589
EAGLESON RD @ FALLOWFIELD RD (0000118),2016,8,,,355961.6271,5012594.407
CARLING AVE btwn TURN LANE & MOODIE DR (__3ZA4ZF),2016,1,,,355961.651,5023954.009
CARLING AVE @ MOODIE DR/JAMES CUMMINGS AVE W (0000158),2016,3,,,356001.651,5023937.509
MOODIE DR @ 340 S OF CARLING AVE/NORTEL NORTH  (0005063),2016,1,,,356004.651,5023614.506
MOODIE DR btwn 340 S OF CARLING AVE/NORTEL NORTH ENT & 715 S OF CARLIN (__3ZA4Z7B),2016,2,,1,356044.5572,5023525.019
STONEHAVEN DR btwn STONEMEADOW DR & BRIDLE PARK DR (__4LVKHQ),2016,1,,,356047.3133,5016476.527
CARLING AVE btwn MOODIE DR & TURN LANE (__3ZA4ZE),2016,1,,,356051.6397,5023914.275
AUTUMNFIELD ST @ CROWNRIDGE DR (0014906),2016,1,,,356065.311,5015255.183
TANDALEE CRES btwn Continuation of TANDALEE CRES & STONEHAVEN DR (__5UXOSE),2016,1,,,356108.2746,5016096.617
BRIDLE PARK DR @ STONEHAVEN DR (0012661),2016,1,,,356108.3789,5016318.265
STONEHAVEN DR btwn TANDALEE CRES & GRASSY PLAINS DR (__3ZAZHZ),2016,2,,,356159.494,5016031.481
HIGHWAY 417 btwn HWY417 IC134 RAMP51 & HWY417 IC134 RAMP35 (__3ZAZET),2016,2,,,356175.7211,5022100.025
CARLING AVE btwn MOODIE DR & JAMES CUMMINGS AVE (__3ZA4ZC),2016,2,,,356184.1521,5023862.508
GRASSY PLAINS DR @ STONEHAVEN DR (0008886),2016,3,1,,356204.637,5015964.437
MOODIE DR btwn 715 S OF CARLING AVE & 325 N OF CORKSTOWN RD/NORTEL S E (__3ZA4Z7C),2016,1,,,356204.651,5023167.502
HIGHWAY 417 btwn HWY417 IC134 RAMP36 & HWY417 IC134 RAMP26 (__3ZA29C),2016,16,,,356238.9768,5022185.444
HWY417 IC134 RAMP36 btwn HIGHWAY 417 & HWY417 IC134 RAMP66 (__3ZAYBW),2016,1,,,356254.1668,5022213.795
TARRYN TER btwn ROCHELLE DR & PERTH ST (__3EXHYT),2016,1,,1,356290.6983,5006070.124
MOODIE DR btwn 325 N OF CORKSTOWN RD/NORTEL S ENTRANCE & CORKSTOWN RD (__3ZA4Z7D),2016,1,,,356311.1016,5022916.138
ROBERTSON RD btwn MILL HILL RD & WESTCLIFFE RD (__3ZA41Y),2016,1,,,356318.646,5020006.473
HWY417 IC134 RAMP35 btwn HIGHWAY 417 & MOODIE DR (__3ZAY6M),2016,1,,,356320.2207,5022055.899
MOODIE DR @ CORKSTOWN RD (0000577),2016,1,,,356345.651,5022761.498
MOODIE DR @ HWY 417 MOODIE IC134R63 (0000649),2016,4,,,356389.651,5022479.496
ROBERTSON RD @ WESTCLIFFE RD (0010387),2016,1,,,356395.6471,5020053.474
WESTCLIFFE RD btwn ROBERTSON RD & TERRACE DR (__3ZABFT),2016,1,,,356413.1471,5020022.474
SUNNYRIDGE CRES btwn BRIDLEGLEN CRES E & BRIDLEGLEN CRES W (__5WIILW),2016,1,,,356426.5116,5016197.542
HWY 417 MOODIE IC134R52 @ MOODIE DR (0000553),2016,1,,,356458.651,5022042.492
MOORE ST @ HUNTLEY RD (0010565),2016,1,,,356468.151,5006851.427
OBERON ST @ WESTCLIFFE RD (0000864),2016,1,,,356483.6471,5019909.473
ULLSWATER DR @ CARLING AVE (0000652),2016,1,,,356488.654,5023810.508
HOPE SIDE RD btwn CROWNRIDGE DR & RICHMOND RD (__3ZA2TR),2016,2,,,356513.0516,5015234.436
SCISSONS RD btwn SAWYER WAY & SAWYER WAY (__3ZACGJ),2016,1,,,356532.2395,5016157.537
WILLOWDUSK ST btwn MEADOWBREEZE DR & SUMMITVIEW DR (e___2HR6),2016,1,,,356535.8068,5015509.048
STONEHAVEN DR @ SAWYER WAY/SUMMITVIEW DR (0008287),2016,2,,,356561.666,5015861.059
SUMMITVIEW DR btwn STONEHAVEN DR & END (__3ZAZLQ),2016,1,,,356563.5915,5015804.099
EAGLESON RD btwn AKINS RD & RUSHMORE RD (__3ZA42M),2016,2,,,356582.7444,5010954.85
ROBERTSON RD btwn WESTCLIFFE RD & FITZGERALD RD (__3ZA41Z),2016,3,,1,356593.206,5020170.409
HIGHWAY 417 btwn HWY417 IC134 RAMP35 & HWY417 IC134 RAMP25 (__3ZA29D),2016,23,,,356636.2293,5022367.038
MOODIE DR btwn HWY417 IC134 RAMP53 & TIMM DR (__3ZA4ZX),2016,1,,,356647.4991,5021479.124
STONEHAVEN DR btwn RICHMOND RD & SAWYER WAY/SUMMITVIEW DR (__3ZA5XW),2016,2,,,356674.8346,5015863.433
CARLING AVE btwn ULLSWATER DR & SUNNY BRAE AVE (__3ZA4ZB),2016,3,,,356679.576,5023821.295
FLORIZEL AVE btwn ROBINA AVE & ROBINA AVE (__3ZA43E),2016,1,,,356686.9222,5019574.614
PERTH ST btwn OAK LEAF PRIV & MCBEAN ST (__3ZA422),2016,1,,,356698.7261,5006214.125
SOLARIS DR/CONIFER CREEK CIR @ SUMMERGAZE ST (0015497),2016,1,,,356718.77,5015538.201
HIGHWAY 417 btwn HWY417 IC134 RAMP26 & HWY417 IC134 RAMP61 (__3ZAZEU),2016,4,,,356729.6579,5022468.345
MCBEAN ST @ PERTH ST (0000124),2016,1,,,356743.614,5006255.348
CORKSTOWN RD btwn MOODIE DR & CRYSTAL BEACH DR (__3ZABA2),2016,1,,,356769.8599,5022609.613
RICHMOND RD @ STONEHAVEN DR (0010370),2016,10,,,356781.6411,5015891.437
FITZGERALD RD @ ROBERTSON RD (0005301),2016,4,,1,356789.5781,5020289.306
MOODIE DR @ TIMM DR (0001106),2016,1,,,356815.651,5021083.483
HWY417 IC134 RAMP61 btwn HWY417 IC134 RAMP63 & HIGHWAY 417 (__3ZAYBY),2016,1,,,356821.6785,5022525.221
ULLSWATER DR btwn ROCHE PL & CRYSTAL BEACH DR (__3ZACK1),2016,1,,,356835.5551,5023556.162
FALLOWFIELD RD btwn EAGLESON RD & RICHMOND RD (__3ZA4Y2),2016,5,,,356854.5022,5013026.057
HAMMILL CRT E @ SEYTON DR (0010892),2016,1,,,356864.409,5019946.87
ROSINGDALE ST btwn FOXLIGHT CIR & SUMMERGAZE ST (e___2HRC),2016,1,,,356864.5465,5021287.845
RICHMOND RD btwn STONEHAVEN DR & HOPE SIDE RD (__3ZA3HY),2016,1,,,356867.6428,5015688.639
CYMBELINE DR btwn OBERON ST & SEYTON DR (__3ZBNDI),2016,1,,,356886.5582,5020056.046
HUNTLEY RD @ PERTH ST (0010384),2016,1,,,356891.6151,5006389.349
RICHMOND RD btwn WEST HUNT CLUB RD & STONEHAVEN DR (__3ZA41H),2016,8,,,356899.6159,5017021.409
SEYTON DR btwn HAMMILL CRT & CYMBELINE DR (__3ZAZI3),2016,1,,,356911.5838,5019971.606
MOODIE DR @ FITZGERALD RD/STAFFORD RD (0009818),2016,4,1,,356919.651,5020813.481
PERTH ST btwn HUNTLEY RD & COCKBURN ST (__3ZA424),2016,1,,,356927.6155,5006421.349
ROBERTSON RD btwn FITZGERALD RD & MOODIE DR (__3ZA411),2016,5,,,356927.79,5020372.96
HOPE SIDE RD @ RICHMOND RD (0000581),2016,3,,,356952.6411,5015485.433
MOODIE DR @ 200 N OF ROBERTSON RD (0010382),2016,1,,,356989.364,5020637.368
SEYTON DR btwn FORESTVIEW CRES & FORESTVIEW CRES (__3ZA430),2016,1,,,357006.1511,5019563.972
COLONEL MURRAY ST btwn HAMILTON ST & MARTIN ST (__3ZACJT),2016,1,,,357058.1155,5006124.347
MOODIE DR @ ROBERTSON RD (0010545),2016,13,,,357066.6521,5020455.478
SEYTON DR btwn LOVELL LANE & TYRRELL PL (__3ZABEF),2016,1,,,357093.9317,5019831.327
MOODIE DR btwn ROBERTSON RD & HADLEY CIRC (__3ZA412),2016,2,,,357101.7806,5020378.035
STRACHAN ST btwn LENNOX ST & MCBEAN ST (__3ZACI9),2016,1,,,357103.6146,5005740.844
RICHMOND RD btwn HOPE SIDE RD & KHYMER CRT (__3ZBOCM),2016,1,,,357110.7973,5015094.48
MARTIN ST @ COLONEL MURRAY ST (0000448),2016,1,,1,357127.6159,5006048.346
QUEENSTON DR btwn MOORE ST & REGAL CRES (__3ZAZKJ),2016,1,,,357138.9275,5007056.46
RICHMOND RD @ WEST HUNT CLUB RD (0000598),2016,11,,,357145.6479,5018152.457
SEYTON DR btwn TYRRELL PL & WIFFEN PRIV (__4FODOP),2016,1,,,357161.2205,5019667.606
TARQUIN CRES btwn TYBALT CRES & TYBALT CRES (__3ZABFL),2016,1,,,357207.0243,5019993.326
ROBERTSON RD btwn MOODIE DR & VANIER RD (__3ZBOCN),2016,7,,,357230.895,5020550.926
MOODIE DR btwn HADLEY CIRC & TYRRELL PL (__3ZA41X),2016,1,,,357233.9666,5020077.016
HADLEY CIRC btwn TO BE DETERMINED & TANGLEWOOD DR (__3ZBNDH),2016,1,,,357234.6679,5020320.479
TRACY AVE btwn ASH ST & END (__6ZT1G3),2016,1,,,357259.9425,5020786.322
COCKBURN ST btwn MARTIN ST & STRACHAN ST (__3ZBNC4),2016,1,1,,357309.617,5006070.346
RICHMOND RD btwn KHYMER CRT & STEEPLE HILL CRES (__3ZA41D),2016,1,,,357326.9024,5014537.136
SEYTON DR btwn FORESTER CRES & RICHMOND RD (__3ZABEQ),2016,1,,,357354.1572,5019320.48
OLD RICHMOND RD @ SANIBEL PRIV S (0013540),2016,1,,,357367.8159,5019164.68
RICHMOND RD @ STEEPLE HILL CRES N (0000596),2016,1,,,357391.6419,5014373.423
MOODIE DR @ RICHMOND RD N (0001487),2016,2,,,357393.834,5019687.654
ROBERTSON RD @ VANIER RD (0000640),2016,3,,,357395.654,5020645.48
RICHMOND RD @ SEYTON DR (0000599),2016,2,,,357397.96,5019311.526
MOODIE DR btwn RICHMOND RD & RICHMOND RD (__3ZBOCV),2016,2,,,357418.2191,5019619.291
EVELYN DR/MUSKET WAY @ TODD DR (0000427),2016,1,,,357423.62,5006724.352
MOODIE DR @ RICHMOND RD S (0001129),2016,2,,,357433.4789,5019548.432
PERTH ST btwn GAMBLE DR & SHEA RD (__3ZA42H),2016,1,,,357478.8949,5006926.555
SANIBEL PRIV  btwn OLD RICHMOND RD & OLD RICHMOND RD (__8IAYJD),2016,1,,,357481.2802,5019161.929
ROBERTSON RD btwn VANIER RD & RICHMOND RD (__3ZA4YQ),2016,4,,,357488.585,5020698.843
WEST HUNT CLUB RD btwn MOODIE DR & RICHMOND RD (__3ZA4YH),2016,2,,,357519.1232,5018333.141
CARLING AVE btwn BEDALE DR & NAUTICA PRIV (__30GWVN),2016,1,,,357523.2921,5023589.58
MOODIE DR btwn ANWATIN ST & ARNOLD DR (__3ZBNGJ),2016,1,,,357523.9989,5019379.276
MCBEAN ST btwn BURKE ST & OTTAWA ST (__3ZA42S),2016,1,,,357550.5366,5005359.219
RICHMOND RD @ ROBERTSON RD (0000639),2016,5,,,357581.5159,5020752.206
RICHMOND RD btwn PIETY HILL WAY & FALLOWFIELD RD (__3ZA4Y3),2016,1,,,357604.3017,5013831.177
RICHMOND RD btwn ROBERTSON RD & 141 S OF ROBERTSON RD/TOWNHALL (__3ZABPSA),2016,1,,,357605.2088,5020685.158
DALLAIRE CRES btwn CHANONHOUSE DR & CHANONHOUSE DR (__3ZAB08),2016,1,,,357630.2999,5006316.923
FALLOWFIELD RD @ RICHMOND RD (0000634),2016,3,,,357721.6419,5013529.415
KIMBERLEY RD btwn RICHMOND RD & VIRGIL RD (__3ZBNF7),2016,2,,,357723.8697,5020523.543
RICHMOND RD btwn ROBERTSON RD & STINSON AVE (__3ZA4YR),2016,2,,,357727.4861,5020840.51
MOODIE DR btwn SONGBIRD PRIV & Continuation of MOODIE DR (__3ZABA8),2016,2,,,357745.9123,5018867.036
STEEPLE HILL CRES btwn RICHMOND RD & PIETY HILL WAY (__3ZAB5Y),2016,1,,,357758.3456,5014230.999
PERTH ST btwn SHEA RD & EAGLESON RD (__3ZA4YB),2016,1,,,357768.602,5007194.424
EAGLESON RD btwn CAMBRIAN RD & PERTH ST (__3ZA4YC),2016,1,,,357780.5118,5007993.316
OTTAWA ST btwn COLONEL MURRAY ST & COCKBURN ST (__3ZAB0X),2016,1,,,357822.6185,5005383.339
WESTDALE AVE btwn CORKSTOWN RD & RIVER BEND DR (__3ZBOHO),2016,1,,,357867.6611,5023252.503
RICHMOND RD @ STINSON AVE (0001130),2016,1,,,357873.657,5020928.482
RIVER BEND DR @ WESTDALE AVE (0001108),2016,1,,,357884.6611,5023228.503
MOODIE DR @ WEST HUNT CLUB RD (0010414),2016,15,1,,357907.654,5018498.461
STAFFORD RD btwn BEXLEY PL & END (__3ZABSA),2016,1,,,357968.2529,5021260.373
CARLING AVE @ CORKSTOWN RD (0001127),2016,1,,,357999.6619,5023424.505
RICHMOND RD btwn STINSON AVE & STAFFORD RD (__3ZBOCU),2016,4,,,358005.7459,5021007.336
EAGLESON RD @ PERTH ST/RICHMOND RD (0009376),2016,2,,,358015.6271,5007410.358
SYCAMORE DR btwn ANWATIN ST & RIDGEFIELD CRES (__3ZABNP),2016,1,,,358018.1559,5019670.472
HWY417 IC131 RAMP66 btwn TRANSIT & HWY417 IC130 RAMP36 (__6KES9I),2016,3,,,358040.1004,5022821.404
HWY417 IC131 RAMP53 btwn HIGHWAY 417 & HWY417 IC131 RAMP63 (__3ZAY4R),2016,2,,,358045.2295,5022695.398
BEXLEY PL @ STAFFORD RD (0000957),2016,1,,,358053.6589,5021288.486
FALLOWFIELD RD btwn RICHMOND RD & STEEPLE HILL CRES (__3ZA4Y4),2016,1,,,358073.2626,5013744.25
RICHMOND RD btwn FALLOWFIELD RD & RUSHMORE RD (__3ZAB47),2016,2,,,358130.6586,5012608.249
RICHMOND RD @ LYNHAR RD/STAFFORD RD (0000155),2016,10,,,358137.6589,5021086.484
RICHMOND RD btwn STAFFORD RD & NORTHSIDE RD (__3ZA4YV),2016,1,,,358156.6595,5021097.484
LYNHAR RD btwn STAFFORD RD & VIRGIL RD (__3ZABRQ),2016,1,,,358167.256,5021019.068
EAGLESON RD btwn PERTH ST & BARNSDALE RD (__3ZA4YA),2016,1,,,358178.3579,5007020.645
HOLLY ACRES RD @ CARLING AVE (0000522),2016,4,,,358234.663,5023497.506
RICHMOND RD btwn NORTHSIDE RD & NORTHSIDE RD (2) (__5UZPGD),2016,1,,,358256.5216,5021162.399
CAMBRIAN RD btwn RICHMOND RD & END (__3ZA2HT),2016,1,,,358318.2884,5009023.58
ROGER STEVENS DR btwn DWYER HILL RD & MALAKOFF RD (__3ZA4ZQ),2016,7,,,358326.5803,4992684.811
NORTHSIDE RD btwn LARKSPUR DR & TO BE DETERMINED (__5UZQJG),2016,1,,,358326.9013,5021166.565
RICHMOND RD @ NORTHSIDE RD E (0010417),2016,4,,,358329.3019,5021226.531
MCBEAN ST btwn RICHLAND DR & DOBSON LANE (__3ZA4ZK),2016,1,,,358342.8834,5004199.298
AERO DR @ HOLLY ACRES RD (0001088),2016,1,,,358343.226,5023230.238
HOLLY ACRES RD btwn AERO DR & TRANSIT (__6KE582),2016,1,,,358400.6489,5023094.878
HWY416 IC75A RAMP26 btwn HIGHWAY 417 & HIGHWAY 416 (__3ZAY4Y),2016,3,,,358420.4871,5022570.041
HWY417 IC130 RAMP26 btwn RICHMOND RD & HIGHWAY 417 (__3ZAYAG),2016,3,,,358420.4871,5022570.041
RICHMOND RD btwn BASELINE RD TURN LANE & NORTHSIDE RD (__3ZA4LJ),2016,2,,,358456.2996,5021429.591
HWY417 IC131 RAMP55 btwn HIGHWAY 417 & HWY416 IC75B RAMP25 (__3ZAYG7),2016,8,,,358466.3144,5022794.72
HOLLY ACRES RD @ TRANSITWAY - BAYSHORE/278 N O (0009787),2016,2,,,358496.6751,5022986.456
