LOCATION,YEAR,TOTAL_COLLISIONS,BICYLCLES_IN_TOTAL,PEDESTRIANS_IN_TOTAL,X,Y
CAPITAL DR @ MERIVALE RD (0010374),2014,1,,,366084.7041,5020795.4871
CAPREOL ST btwn BOISFRANC CIRC & BOISFRANC CIRC (__45I7BO),2014,1,,,385421.0712,5035571.99738
CARA CRES btwn WILKIE DR & WILKIE DR (__3ZA5C8),2014,1,,,384056.84957,5037442.6377
CARILLON ST @ DUROCHER ST (0010005),2014,1,,,370017.709,5033375.5921
CARILLON ST @ HANNAH ST (0010006),2014,1,,,370155.709,5033390.591
CARILLON ST btwn HANNAH ST & MARIER AVE (__3ZA8VI),2014,1,,,370245.04543,5033399.9401
CARINO CRES btwn Continuation of CARINO CRES & Continuation of CARINO  (__3ZA5CZ),2014,1,,,386175.18288,5041813.02403
CARLETON AVE btwn SUNNYMEDE AVE & PREMIER AVE (__3ZA052),2014,1,,,364064.1929,5029331.55945
CARLETON CATHCART ST @ STITTSVILLE MAIN ST (0000081),2014,1,,,350635.5871,5012886.417
CARLING AVE @ 640 W OF RANGE RD/D.N.D. ENTRANC (0004603),2014,2,,,353357.6329,5022979.5
CARLING AVE @ BAYSHORE DR/BIRCHDALE AVE (0000021),2014,10,,2,359003.3129,5023989.7471
CARLING AVE @ BROADVIEW AVE (0006707),2014,11,,,363180.6901,5026638.5351
CARLING AVE @ CARLING RMP 35 (0002391),2014,1,,,360927.6789,5025196.5219
CARLING AVE @ CARLING RMP 56 (0002392),2014,1,,,360874.6789,5025161.5219
CARLING AVE @ CARLINGWOOD SC (0008881),2014,8,,,362071.9482,5025918.3478
CARLING AVE @ CHURCHILL AVE (0002149),2014,3,,,363775.6929,5027013.5389
CARLING AVE @ CIVIC HOSPITAL (0008793),2014,4,,,365790.123,5028277.1139
CARLING AVE @ CLYDE AVE/COLE AVE (0006984),2014,14,,1,363520.6921,5026850.537
CARLING AVE @ CONNAUGHT AVE (0002143),2014,1,,,360770.6781,5025117.5211
CARLING AVE @ CROYDON AVE (0002642),2014,13,,1,360658.6781,5025042.52
CARLING AVE @ EDGEWORTH AVE (0002718),2014,2,,,361262.6811,5025424.5241
CARLING AVE @ FAIRLAWN AVE/WOODROFFE AVE E (0002393),2014,11,,,361934.6841,5025830.5279
CARLING AVE @ GRANDVIEW RD/NORTEL ENTRANCE (0000157),2014,2,,1,355725.6501,5024052.5099
CARLING AVE @ GRENON AVE (0002645),2014,1,,,359593.6721,5024350.514
CARLING AVE @ HAMILTON AVE (0006670),2014,2,,,365558.7,5028130.549
CARLING AVE @ HARE AVE (0002141),2014,1,,,362380.686,5026133.531
CARLING AVE @ HARTLEIGH AVE (0002771),2014,1,,,361400.6819,5025513.5249
CARLING AVE @ HOLLAND AVE (0002146),2014,13,,,365416.6989,5028038.5479
CARLING AVE @ HWY 417 CARLING IC124R67 (0002104),2014,5,,,364332.6951,5027522.543
CARLING AVE @ IROQUOIS RD (0003145),2014,3,,,362213.686,5026025.5301
CARLING AVE @ ISLAND PARK DR (0010785),2014,2,,,365348.6989,5027997.5479
CARLING AVE @ KEMPSTER AVE/FAMOUS PLAYERS THEA (0002395),2014,4,,,359210.669,5024119.5121
CARLING AVE @ KIRKWOOD AVE S (0002209),2014,22,,,364351.6951,5027337.5419
CARLING AVE @ MAITLAND AVE/SHERBOURNE RD (0002641),2014,11,,,362942.689,5026488.534
CARLING AVE @ MELROSE AVE (0006992),2014,4,,,365970.7019,5028391.551
CARLING AVE @ MERIVALE RD (0002148),2014,11,,,364894.697,5027700.5449
CARLING AVE @ MOODIE DR/JAMES CUMMINGS AVE W (0000158),2014,3,,,356001.651,5023937.509
CARLING AVE @ NAUTICA PRIV (0010159),2014,1,,,357743.2611,5023499.2721
CARLING AVE @ NORTON AVE (0002643),2014,1,,,360637.677,5025012.52
CARLING AVE @ OTTAWA RIVER PKWY WB (0002142),2014,4,,1,360856.6789,5025170.5219
CARLING AVE @ PARKDALE AVE (0008792),2014,4,,,365626.7,5028173.549
CARLING AVE @ PINECREST  RD/GREENVIEW AVE (0001630),2014,17,,2,360006.674,5024632.5159
CARLING AVE @ PRESTON ST (0002161),2014,7,2,,366829.7049,5028935.5551
CARLING AVE @ RICHARDSON SIDE RD (0011927),2014,1,,,351834.6211,5022270.494
CARLING AVE @ RICHMOND RD (0010847),2014,13,,,360245.6751,5024781.5181
CARLING AVE @ RIFLE RD (0000579),2014,2,,,353890.637,5023314.503
CARLING AVE @ RITCHIE ST (0002654),2014,1,,,359588.6721,5024366.514
CARLING AVE @ ROCHESTER ST (0002145),2014,1,,,366992.7049,5029042.5559
CARLING AVE @ ROSEVIEW AVE (0002644),2014,2,,,359358.6699,5024199.5121
CARLING AVE @ SCRIVENS ST (0002720),2014,2,,,359423.671,5024258.5129
CARLING AVE @ SHERWOOD DR (0006380),2014,2,,,366485.703,5028717.5529
CARLING AVE @ TAVISTOCK RD (0002144),2014,1,,,360698.6781,5025069.5211
CARLING AVE @ TRANSITWAY - LINCOLN FIE (0008873),2014,1,,,361136.68,5025351.523
CARLING AVE @ VICK AVE (0002775),2014,1,,,359855.6729,5024517.5151
CARLING AVE @ WESTGATE SC E (0008795),2014,1,,,364800.5393,5027659.3983
CARLING AVE @ WOODROFFE AVE W (0011470),2014,1,,,361767.683,5025725.5271
CARLING AVE @ WYLIE AVE (0002394),2014,2,,,359140.669,5024077.511
CARLING AVE btwn BAYFIELD AVE & BURKE RD (__3ZA4Z2),2014,2,,,352593.22895,5022509.09733
CARLING AVE btwn BURKE RD & DEFENSE  RESEARCH COMPLEX (__3ZA4Z6A),2014,7,,,353093.58166,5022820.36318
CARLING AVE btwn DAVIDSON'S SIDE RD & GRANDVIEW RD (__3ZA4Z8),2014,4,,,354974.94786,5023981.17227
CARLING AVE btwn DEFENSE  RESEARCH COMPLEX & RIFLE RD (__3ZA4Z6B),2014,5,,,353623.31099,5023146.40731
CARLING AVE btwn HERZBERG RD & BAYFIELD AVE (__3ZA42G),2014,1,,,352194.1735,5022327.52905
CARLING AVE btwn MARCH RD & SCHNEIDER RD (__3ZA42E),2014,3,,,351251.54218,5022182.55234
CARLING AVE btwn PRESTON ST & BOOTH ST (__3ZA25F),2014,1,,,366969.90402,5029006.2488
CARLING AVE btwn RICHARDSON SIDE RD & HERZBERG RD (__3ZBOBG),2014,1,,,351936.12205,5022285.49455
CARLING AVE btwn RIFLE RD & DAVIDSON'S SIDE RD (__3ZBOCR),2014,5,,,354091.5084,5023438.42088
CARLING AVE btwn ULLSWATER DR & SUNNY BRAE AVE (__3ZA4ZB),2014,1,,,356679.57597,5023821.29461
CARLING AVE EB btwn BAYSHORE DR & CARLING AVE (__3ZA4VJ),2014,2,,,359157.31391,5024071.13387
CARLING AVE EB btwn CARLING AVE & ROSEVIEW AVE (__3ZA2TL),2014,1,,,359333.49495,5024183.2021
CARLING AVE EB btwn CARLING AVE EB OFF RAMP/OTTAWA RIVER PKWY & TRANSI (__3ZGKXW),2014,1,,,361036.39331,5025263.68641
CARLING AVE EB btwn CONNAUGHT AVE & CARLING AVE EB ON RAMP/OTTAWA RIVE (__3ZBOBU),2014,1,,,360825.81901,5025131.11161
CARLING AVE EB btwn EDGEWORTH AVE & FOX CRES (__3ZA4V0),2014,2,,,361396.47344,5025494.67661
CARLING AVE EB btwn FAIRLAWN AVE/WOODROFFE AVE W & CARLINGWOOD SC/FAIRLAWN PLAZA SC (__3ZA4WHA),2014,2,,,362003.8481,5025874.7782
CARLING AVE EB btwn FOREST ST & NORTON AVE (__3ZA4V4),2014,1,,,360603.75091,5024990.3935
CARLING AVE EB btwn FOX CRES & WOODROFFE AVE (__3ZA4VE),2014,1,,1,361646.56426,5025651.54828
CARLING AVE EB btwn HWY417 IC124 RAMP57 & KIRKWOOD AVE (__3ZA30Y),2014,1,,,364294.68996,5027260.27084
CARLING AVE EB btwn KIRKWOOD AVE & HWY417 IC124 RAMP55 (__3ZA4NS),2014,1,,1,364369.6951,5027362.0419
CARLING AVE EB btwn MAPLECREST AVE & DUNLEVIE AVE (__3ZA4U4),2014,1,,,362663.1875,5026293.0325
CARLING AVE EB btwn MERIVALE RD EXTENSION & VISCOUNT AVE (__3ZA26Q),2014,1,,,365040.563,5027792.25721
CARLING AVE EB btwn RICHMOND RD & DUNDEE AVE (__3ZA4VY),2014,1,,,360305.36297,5024801.63632
CARLING AVE EB btwn SAIGON CRT & HWY417 IC124 RAMP57 (__3ZA3AN),2014,1,,,364167.09014,5027114.08237
CARLING AVE EB btwn SCRIVENS ST & GRENON AVE (__3ZA26C),2014,1,,,359511.67155,5024299.51345
CARLING AVE EB btwn SHERWOOD DR & PRESTON ST (__3ZA4UW),2014,1,,,366669.70395,5028815.054
CARLING AVE EB btwn STEVENSON AVE & FISHER AVE (__3ZA4UK),2014,1,,,365296.9964,5027954.75967
CARLING AVE EB btwn WESTGATE SC E & 73 E OF ARCHIBALD ST/WESTGATE SC W (__3ZA4TFB),2014,1,,,364750.51745,5027609.0737
CARLING AVE EB btwn WOODROFFE AVE & WOODROFFE AVE (__3ZA4VF),2014,3,,,361850.75542,5025778.6891
CARLING AVE EB OFF RAMP/OTTAWA RIVER PKWY btwn CARLING AVE & OTTAWA RI (__3ZAY0U),2014,1,,,360932.17741,5025098.95392
CARLING AVE WB @ SAIGON CRT (0002102),2014,2,,,364066.077,5027196.529
CARLING AVE WB btwn ALPINE AVE & FOREST ST (__3ZA260),2014,1,,,360520.677,5024957.51945
CARLING AVE WB btwn ANCASTER AVE & WOODROFFE AVE (__3ZA4VG),2014,1,,,361873.1841,5025809.5275
CARLING AVE WB btwn BROMLEY RD & MCKELLAR AVE (__3ZA4U5),2014,1,,,362662.6875,5026311.5325
CARLING AVE WB btwn CARLING AVE WB RAMP/OTTAWA RIVER PKWY & TRANSIT (__3ZA2LN),2014,2,,,361029.42257,5025279.15421
CARLING AVE WB btwn CARLINGWOOD SC & IROQUOIS RD (__3ZA4WIB),2014,2,,,362137.52523,5025981.99778
CARLING AVE WB btwn COLE AVE & CHURCHILL AVE N (__3ZA4T0),2014,1,,,363648.1925,5026932.03795
CARLING AVE WB btwn CONNAUGHT AVE & OTTAWA RIVER PKWY WB RAMP/CARLING  (__3ZA265),2014,2,,,360813.6785,5025144.0215
CARLING AVE WB btwn CROYDON AVE & TAVISTOCK RD (__3ZA267),2014,1,,,360678.6781,5025056.02055
CARLING AVE WB btwn EDGEWORTH AVE & WENTWORTH AVE (__3ZA4VA),2014,1,,,361296.1811,5025447.0241
CARLING AVE WB btwn HAMILTON AVE S & PARKDALE AVE (__3ZA4UP),2014,2,,,365592.7,5028152.049
CARLING AVE WB btwn HARE AVE & BROMLEY RD (__3ZA263),2014,3,,,362470.18655,5026189.53155
CARLING AVE WB btwn HIGHLAND AVE & COLE AVE (__3ZA4T6),2014,1,,,363412.19155,5026783.53645
CARLING AVE WB btwn HOLLY ACRES RD & MAPLEHURST AVE (__3ZA2ZC),2014,1,,,358581.38287,5023728.6566
CARLING AVE WB btwn HWY417 IC124 RAMP67 & HWY417 IC124 RAMP65 (__3ZA1Q8),2014,2,,,364481.21256,5027547.69243
CARLING AVE WB btwn HWY417 IC124 RAMP76 & KIRKWOOD AVE (__3ZBOD8),2014,2,,,364194.96534,5027429.87114
CARLING AVE WB btwn KIRKWOOD AVE & HWY417 IC124 RAMP67 (__3ZA4N1),2014,1,,,364304.1951,5027508.043
CARLING AVE WB btwn MCKELLAR AVE & SHERBOURNE RD (__3ZA4U7),2014,1,,,362854.18845,5026433.03345
CARLING AVE WB btwn MERIVALE RD & HARMER AVE S (__3ZA4UH),2014,1,,,365078.40162,5027835.01761
CARLING AVE WB btwn PARKDALE AVE & CIVIC HOSPITAL (__3ZA4UQA),2014,1,,,365709.15475,5028225.8025
CARLING AVE WB btwn POULIN AVE & ALPINE AVE (__3ZA4VZ),2014,2,,,360421.847,5024894.5204
CARLING AVE WB btwn RITCHIE ST & GREENVIEW AVE (__3ZA4VR),2014,1,,,359798.14387,5024498.76438
CARLING AVE WB btwn SHERBOURNE RD & BROADVIEW AVE (__3ZA4U0),2014,4,,,363061.68955,5026563.53455
CARLING AVE WB btwn TRANSIT & EDGEWORTH AVE (__3ZA4V9),2014,1,,,361199.16644,5025388.87852
CARLING AVE WB btwn WOODLAND AVE & WOODROFFE AVE (__3ZBPMB),2014,1,,,361684.96905,5025691.64795
CARLING AVE/STATION RD @ MARCH RD (0002681),2014,7,,,350907.6151,5022246.4951
CARLINGWOOD SC @ WOODROFFE AVE (0008879),2014,1,,,361845.6841,5026036.5301
CARLISLE CIRC @ WESTLEIGH BLVD (0005057),2014,1,,,342601.5079,5008159.4249
CARMEN AVE btwn MCARTHUR AVE & STEVENS AVE (__3ZA7AO),2014,2,,,370922.97319,5032670.72271
CAROLINE AVE btwn SPENCER ST & WELLINGTON ST W (__3ZA04L),2014,1,,,364709.597,5029195.0585
CARP RD @ DONALD B. MUNRO DR (0001595),2014,3,,,341191.7,5022819.2649
CARP RD @ ECHOWOODS AVE/KITTIWAKE DR (0009789),2014,1,,,348596.351,5014562.7679
CARP RD @ GALETTA SIDE RD (0001771),2014,1,,,328154.3079,5035345.7351
CARP RD @ HAZELDEAN RD (0000086),2014,18,,,348804.577,5014360.4329
CARP RD @ HOLLAND HILL RD (0005766),2014,1,,,340111.077,5024052.3321
CARP RD @ HWY 417 CARP IC144R51 (0001683),2014,1,,,347517.5701,5015685.446
CARP RD @ LLOYDALEX CRES (0001684),2014,1,,,347917.5721,5015244.4419
CARP RD @ MARCH RD (0001689),2014,1,,,342164.5471,5021732.5049
CARP RD @ MCGEE SIDE RD (0005760),2014,1,,,344196.554,5019441.483
CARP RD @ RICHARDSON SIDE RD (0005759),2014,4,,,346209.563,5017160.4611
CARP RD @ ROTHBOURNE RD (0002007),2014,2,,,348253.574,5014875.4381
CARP RD @ STITTSVILLE MAIN ST (0005253),2014,14,,,349524.7871,5014330.211
CARP RD @ THOMAS A. DOLAN PKWY (0002118),2014,1,,,336459.5381,5025992.3271
CARP RD @ WESTBROOK RD (0001681),2014,3,,,347737.571,5015442.4441
CARP RD btwn BAIRD SIDE RD & THOMAS A. DOLAN PKWY (__3ZBOB2),2014,2,,,335307.53757,5027134.47135
CARP RD btwn CARP RD & KITTIWAKE DR (__4YT2RX),2014,3,,,348425.66087,5014720.04081
CARP RD btwn FALLDOWN LANE & DONALD B. MUNRO DR (__3ZA2GM),2014,2,,,341099.59517,5022923.86786
CARP RD btwn GALETTA SIDE RD & STYLES SIDE RD (__3ZA4RT),2014,3,,,329158.99961,5034181.02482
CARP RD btwn HAZELDEAN RD & NEIL AVE (__3ZA3EJ),2014,1,,,348903.28023,5014304.96871
CARP RD btwn HWY417 IC144 RAMP16 & HWY417 IC144 RAMP35 (__3ZA3F4),2014,1,,,347359.3707,5015861.6721
CARP RD btwn HWY417 IC144 RAMP25 & WESTBROOK RD (__3ZA3D3),2014,1,,,347658.67164,5015528.64882
CARP RD btwn HWY417 IC144 RAMP51 & HWY417 IC144 RAMP25 (__3ZA3D5),2014,1,,,347549.5701,5015650.946
CARP RD btwn KINBURN SIDE RD & BAIRD SIDE RD (__3ZA4Q9),2014,1,,,333265.4828,5029593.65203
CARP RD btwn KITTIWAKE DR & HAZELDEAN RD (__3ZA3DY),2014,5,,,348700.68821,5014461.82693
CARP RD btwn LLOYDALEX CRES & ROTHBOURNE RD (__3ZBOBC),2014,3,,,348086.13411,5015060.43692
CARP RD btwn MARCH RD & JOHN CAVANAUGH DR (__3ZA3FZ),2014,3,,,343119.85394,5020667.86201
CARP RD btwn MCCOOEYE LANE & STITTSVILLE MAIN ST (__3ZAYF1),2014,1,,,349470.24108,5014319.83323
CARP RD btwn MCGEE SIDE RD & ARBOURBROOK BLVD (__5RGDMI),2014,1,,,344553.88748,5019039.38583
CARP RD btwn NORMA LANE & HOLLAND HILL RD (__3ZAZA2),2014,1,,,339996.46895,5024177.74696
CARP RD btwn RICHARDSON SIDE RD & HWY417 IC144 RAMP62 (__3ZA3FS),2014,1,,,346690.76293,5016611.3746
CARP RD btwn RIVINGTON ST & MARCH RD (__3ZA3GJ),2014,2,,,341752.2393,5022182.5325
CARP RD btwn THOMAS A. DOLAN PKWY & NORMA LANE (__3ZAZ54),2014,13,,,338041.15838,5024890.63586
CARP RD/HWY 417 CARP IC144R63 @ HWY 417 CARP I (0001100),2014,3,,,347302.1181,5015925.5641
CARPENTER WAY btwn BANGS ST & TRURO ST (__3ZA2K0),2014,1,,,371670.22974,5034450.19528
CARRONBRIDGE CIR @ WESTHALL WAY E (0014052),2014,1,,,354701.1521,5015649.7301
CARRONBRIDGE CIR btwn WESTHALL WAY E & WESTHALL WAY W (__7IFXP4),2014,1,,,354687.03265,5015560.34145
CARRUTHERS AVE @ SCOTT ST (0006480),2014,2,,,365153.291,5029848.7819
CARSONBY RD    W btwn PRINCE OF WALES DR & END (__3ZABMX),2014,1,,,366704.84753,5004316.1813
CARSONBY RD    W btwn THIRD LINE RD N & PRINCE OF WALES DR (__3ZABMW),2014,1,,,365868.56308,5003826.26803
CARSON'S RD btwn CHARLESWOOD AVE & DEN HAAG DR (__3ZA7W1),2014,1,,,372991.2185,5033889.5889
CARTIER ST @ FRANK ST (0007346),2014,1,,,368510.7079,5030979.5721
CARTIER ST @ LISGAR ST (0006888),2014,1,,,368226.706,5031437.5759
CARTIER ST btwn LEWIS ST & WAVERLEY ST (__3ZA9UL),2014,1,,,368448.7079,5031077.0729
CASABELLA DR @ INNES RD (0012820),2014,2,,,384628.9301,5036463.0879
CASERTA PL btwn Continuation of CASERTA PL & Continuation of CASERTA P (__3ZA5T4),2014,1,,,384436.88046,5039118.75634
CASSELS ST btwn BRITANNIA RD & END (__3ZA1GI),2014,1,,,359791.1004,5026145.906
CASTILLE CRT btwn TRAPPIST LANE & GREY NUNS DR (__3ZA6FL),2014,1,,1,380094.73079,5036788.51046
CASTLE GLEN CRES btwn CASTLEFRANK RD & CASTLEFRANK RD (__3ZACGO),2014,1,,,353267.28773,5016101.77704
CASTLEFRANK RD @ GOLDRIDGE DR N/SHERRING CRES  (0002716),2014,1,,1,350324.6041,5019992.4759
CASTLEFRANK RD @ HAZELDEAN RD (0003608),2014,9,,,352677.8781,5017676.769
CASTLEFRANK RD @ HUNGERFORD GT (0003521),2014,1,,,352197.5071,5018363.9329
CASTLEFRANK RD @ KATIMAVIK RD (0003228),2014,5,,,351950.4529,5018943.5159
CASTLEFRANK RD @ MACNEIL CRT (0003604),2014,1,1,,352550.243,5017823.717
CASTLEFRANK RD @ MCCURDY DR N (0003251),2014,1,1,,352078.1879,5018773.303
CASTLEFRANK RD @ TERRY FOX DR (0011757),2014,4,,,352994.009,5016304.8079
CASTLEFRANK RD @ WINCHESTER DR (0003918),2014,1,,,352862.6159,5017417.4521
CASTLEFRANK RD btwn CASTLE GLEN CRES & CASTLE GLEN CRES (__3ZAZPN),2014,1,,,353133.58549,5016321.88207
CASTLEFRANK RD btwn HAZELDEAN RD & TO BE DETERMINED (__3ZA1Z2),2014,2,,,352734.17672,5017609.04137
CASTLEFRANK RD btwn KANATA AVE & KATIMAVIK RD (__3ZA50Q),2014,1,,,351884.59942,5019010.66394
CASTLEFRANK RD btwn MCCURDY DR & MACNEIL CRT (__3ZA1XF),2014,1,,,352451.63492,5017934.03506
CASTLEFRANK RD btwn SHELDRAKE DR & GLAMORGAN DR (__3ZACL3),2014,3,,,353355.47469,5016542.0003
CASTLEFRANK RD btwn TO BE DETERMINED & WINCHESTER DR (__3ZAB2H),2014,1,,,352810.91648,5017469.90141
CASTLEFRANK RD btwn WINCHESTER DR & MCKITRICK DR (__3ZAB1A),2014,1,,,352990.31778,5017399.6134
CASTLEFRANK RD S @ SHELDRAKE DR S (0004033),2014,2,,,353288.617,5016427.443
CASTLETHORPE CRES btwn NORWICH WAY & NORWICH WAY (__3ZABIO),2014,1,,,361550.02257,5023065.54908
CATHCART ST @ KING EDWARD AVE SB/MACDONALD-CAR (0011439),2014,1,,,368087.3751,5033096.6501
CATHCART ST btwn SUSSEX DR & PARENT AVE (__3ZA7BD),2014,1,,,367562.36162,5032802.90816
CATHERINE ST @ ELGIN ST (0002638),2014,4,,,368552.709,5030577.5679
CATHERINE ST @ KENT ST (0002707),2014,18,,1,367907.7071,5030188.5649
CATHERINE ST @ LYON ST/HWY 417 LYON IC120BR36 (0002254),2014,1,,,367747.7071,5030092.5649
CATHERINE ST @ METCALFE ST (0011239),2014,14,,1,368393.709,5030486.5679
CATHERINE ST @ QUEEN ELIZABETH DRWY (0002627),2014,2,,,368673.7101,5030634.569
CATHERINE ST btwn BANK ST & O'CONNOR ST (__3ZA3PU),2014,1,,,368142.2315,5030330.2911
CATHERINE ST btwn BAY ST & HWY417 IC120B RAMP36 (__3ZA3PH),2014,4,,,367687.20655,5030056.5645
CATHERINE ST btwn BRONSON AVE & HWY417 IC121A RAMP61 (__3ZA3B4),2014,1,,,367304.57213,5029824.52829
CATHERINE ST btwn HWY417 IC120B RAMP36 & KENT ST (__3ZBOE0),2014,3,,,367827.7071,5030140.5649
CATHERINE ST btwn HWY417 IC121A RAMP61 & PERCY ST (__3ZA3B5),2014,1,,,367423.206,5029896.56355
CATHERINE ST btwn METCALFE ST & ELGIN ST (__3ZA3PE),2014,1,,,368473.209,5030532.0679
CATHERINE ST btwn PERCY ST & BAY ST (__3ZBOEA),2014,1,,,367559.206,5029979.0641
CATHERINE ST btwn TO BE DETERMINED & METCALFE ST (2) (__3ZBOE6),2014,1,,,368350.20845,5030458.5675
CATHERINE ST/HWY 417 O'CONN IC119BR76 @ O'CONN (0001697),2014,12,,,368243.7079,5030392.5671
CAVALIER WAY btwn DES GRANDS CHAMPS & DES GRANDS CHAMPS (__3ZACGH),2014,1,,,380666.4421,5033294.36148
CAVAN ST @ LEPAGE AVE (0002821),2014,1,,,364613.697,5026525.5351
CAVAN ST btwn RAVEN AVE & CHATELAIN AVE (__3ZA0EQ),2014,1,,,364546.1959,5026633.0355
CAVANMORE RD btwn WILLIAM MOONEY RD & HUNTLEY MANOR DR (__3ZBNAF),2014,1,,,344988.41593,5016875.72244
CEDAR LANE @ PARKWAY RD (0005352),2014,1,,,376563.754,5012824.4329
CEDARCROFT CRES btwn MARIGOLD CRES & MARIGOLD CRES (__3ZA7RS),2014,1,,,374344.79725,5032188.1228
CEDARVIEW RD @ FALLOWFIELD RD (0001603),2014,7,,,361294.6699,5015664.437
CEDARVIEW RD @ HWY 416 WESTHUNT IC72R24 (0005514),2014,3,,,359607.8819,5019743.789
CEDARVIEW RD @ HWY 416 WESTHUNT IC72R42 (0005515),2014,1,,,359597.3619,5019761.709
CEDARVIEW RD @ MARAVISTA DR (0000764),2014,1,,,361667.671,5014806.429
CEDARVIEW RD @ WEST HUNT CLUB RD (0010267),2014,15,,,359718.6671,5019554.471
CEDARVIEW RD btwn BRUIN RD & HWY416 IC72 RAMP62 (__3ZAZO7),2014,3,,,359306.44413,5020317.09147
CEDARVIEW RD btwn CAMBRIAN RD & STRANDHERD DR (__3ZA1CC),2014,1,,,362547.60577,5012647.42802
CEDARVIEW RD btwn FALLOWFIELD RD & 217 S OF FALLOWFIELD RD/CEDARVIEW M (__3ZAB7IA),2014,1,,,361338.3342,5015565.1005
CEDARVIEW RD btwn WEST HUNT CLUB RD & LYTLE AVE (__3ZA1XV),2014,1,,,360144.57701,5018587.54567
CEDARWOOD DR @ WALKLEY RD (0002235),2014,3,,1,371194.726,5026455.5321
CEDARWOOD DR btwn WALKLEY RD & BAYCREST DR (__3ZA9YT),2014,4,,,371122.01355,5026636.58033
CELLINI CRT btwn JOHNSTON RD & JOHNSTON RD (__3ZA461),2014,1,,,374398.16088,5026634.72697
CELTIC RIDGE CRES btwn BRAECREEK AVE & MAXWELL BRIDGE RD (__5J15OM),2014,1,,,349311.6313,5024838.89325
CENTENNIAL BLVD @ MAIN ST (0007246),2014,1,,,369480.7151,5029416.557
CENTER ST @ MONTREAL RD (0002691),2014,3,,,371821.714,5033951.5929
CENTER ST btwn MONTREAL RD & PAUL AVE (__3ZA8W2),2014,1,,,371884.78201,5033790.11774
CENTRAL PARK DR btwn STATEN WAY & SCOUT ST (__3ZAZK2),2014,1,,,364570.85412,5025489.78505
CENTRAL PARK DR N @ MERIVALE RD (0011433),2014,7,,1,364952.9049,5025873.594
CENTRAL PARK DR S @ MERIVALE RD (0009113),2014,4,,,364987.2019,5025598.506
CENTREPARK DR @ SILVER ASPEN CRES S (0003861),2014,1,,,377640.74,5033046.5671
CENTREPOINTE DR @ HEMMINGWOOD WAY E (0001025),2014,3,,,362327.0129,5023204.4989
CENTREPOINTE DR @ REC PATH BEN FRANKLIN PL (0005075),2014,1,,,362431.6827,5023013.3041
CENTREPOINTE DR btwn CIMARRON CRES & HYDE PARK WAY (__3ZAA20),2014,1,,,361760.1819,5022770.00055
CENTREPOINTE DR btwn Continuation of CENTREPOINTE DR & HEMMINGWOOD WAY (__3ZAA3T),2014,1,,,362219.44581,5023290.18968
CENTREPOINTE DR btwn PASEO PRIV & 90 N OF EPSILON WAY (__4CZCH3A),2014,1,,,362545.46258,5022801.30992
CENTRUM BLVD @ PRESTONE DR (0012922),2014,1,,1,382259.4641,5038365.2219
CENTRUM BLVD btwn PLACE D'ORLEANS DR & PRESTONE DR (__3ZA5ZB),2014,1,,,382093.40314,5038273.6382
CENTRUM BLVD btwn PRESTONE DR & END (__3ZA5ZA),2014,2,,,382366.27498,5038455.492
CENTURY RD    W btwn THIRD LINE RD N & WILLIAM MCEWEN DR (__3ZAZ71),2014,1,,,364766.7154,5005593.9144
CENTURY RD @ MALAKOFF RD (0003723),2014,1,,,360006.6241,5002789.314
CENTURY RD E @ SECOND LINE RD E (0008996),2014,1,,,365983.9241,5006391.877
CENTURY RD S @ MCCORDICK RD S (0003724),2014,2,,,360469.6279,5003123.317
CHAMBERLAIN AVE @ KENT ST (0002131),2014,1,,,367933.7079,5030047.5641
CHAMBERLAIN AVE @ PERCY ST (0007715),2014,2,,,367558.706,5029824.563
CHAMBERLAIN AVE btwn KENT ST & TO BE DETERMINED (__3ZA25A),2014,1,,,367988.7079,5030079.5645
CHAMBERLAIN AVE btwn LYON ST S & KENT ST (__3ZA25C),2014,1,,,367875.2075,5030013.5641
CHAMPAGNE AVE   S btwn YOUNG ST & BEECH ST (__3ZBONO),2014,1,,,366419.70245,5029283.5585
CHAMPAGNE AVE @ WELLINGTON ST (0006346),2014,2,,,365955.6989,5030344.5679
CHAMPLAIN BRIDGE/ISLAND PARK DR btwn BATE ISLAND & OTTAWA RIVER PKWY (__3ZA2ZEB),2014,16,,,363102.93279,5029831.85833
CHAMPLAIN ST @ JEANNE D'ARC BLVD (0004106),2014,5,,,381379.7381,5038723.597
CHAMPLAIN ST @ OR174 IC102 RAMP26 (0013481),2014,1,,,381533.8219,5038340.5441
CHAMPLAIN ST @ PLACE D'ORLEANS  SC E/PLACE D'O (0008676),2014,2,,,381519.74,5038374.5929
CHAMPLAIN ST @ PLACE D'ORLEANS DR (0003595),2014,4,,,381597.246,5038180.8159
CHAMPLAIN ST btwn JEANNE D'ARC BLVD N & OR174 IC102 RAMP61 (__3ZA1VO),2014,1,,,381449.73905,5038549.09495
CHAMPLAIN ST btwn OR174 IC102 RAMP36 & PLACE D'ORLEANS DR (__6K6SZ2),2014,1,,,381570.49192,5038247.06958
CHAMPNEUF DR @ KINDERSLEY AVE (0012364),2014,1,,,381706.7501,5035987.5721
CHANONHOUSE DR @ KING ST (0000372),2014,1,,,357663.6189,5005902.3441
CHAPEL CRES @ LEES AVE (0002241),2014,1,,,369697.2329,5031293.3211
CHAPEL CRES/CHAPEL ST @ MANN AVE (0006975),2014,1,,,369551.711,5031552.5759
